DIRECTORIO;Departamento;HorasTVEncendido
7178881;11;8
7178882;11;7
7178883;11;2
7178884;11;14
7178885;11;4
7178887;11;17
7178888;11;15
7178889;11;7
7178890;11;2
7178891;11;8
7178892;11;13
7178893;11;7
7178895;11;2
7178896;11;9
7178897;11;13
7178899;11;5
7178900;11;6
7178901;11;10
7178902;11;9
7178903;11;2
7178904;11;3
7178905;11;3
7178907;11;8
7178908;11;3
7178909;11;7
7178910;11;10
7178911;11;13
7178912;11;4
7178913;11;13
7178915;11;2
7178918;11;5
7178919;11;3
7178920;11;5
7178921;11;12
7178924;11;7
7178925;11;7
7178928;11;6
7178930;11;4
7178931;11;4
7178933;11;10
7178934;11;7
7178935;11;5
7178936;11;7
7178937;11;5
7178943;11;1
7178944;11;5
7178946;11;12
7178947;11;3
7178948;11;14
7178949;11;4
7178950;11;10
7178951;11;13
7178952;11;5
7178953;11;3
7178955;11;5
7178956;11;5
7178957;11;0
7178959;11;8
7178960;11;2
7178961;11;9
7178963;11;6
7178963;11;4
7178964;11;12
7178965;11;5
7178967;11;13
7178968;11;9
7178969;11;8
7178970;11;14
7178971;11;13
7178972;11;2
7178973;11;15
7178974;11;15
7178975;11;4
7178976;11;2
7178977;11;15
7178978;11;9
7178979;11;13
7178980;11;6
7178981;11;11
7178982;11;4
7178983;11;3
7178984;11;6
7178985;11;11
7178987;11;4
7178988;11;7
7178989;11;4
7178990;11;5
7178991;11;5
7178992;11;7
7178994;11;8
7178996;11;9
7178997;11;3
7178999;11;5
7179000;11;7
7179001;11;5
7179004;11;8
7179006;11;7
7179007;11;8
7179010;11;10
7179033;11;11
7179046;11;10
7179061;11;11
7179065;11;6
7179067;11;15
7179078;11;8
7179091;11;11
7179092;11;11
7185331;5;12
7185336;5;10
7185352;5;5
7185359;5;3
7185361;5;4
7185362;5;14
7185364;5;11
7185367;5;9
7185368;5;13
7185369;5;16
7185370;5;10
7185371;5;1
7185373;5;10
7185374;5;3
7185375;5;10
7185379;5;2
7185380;5;6
7185381;5;4
7185385;5;7
7185387;5;10
7185388;5;2
7185389;5;7
7185390;5;7
7185393;5;5
7185402;5;7
7185407;5;5
7185411;5;3
7185413;5;5
7185416;5;4
7185417;5;1
7185424;5;12
7185425;5;5
7185429;5;5
7185430;5;3
7185432;5;16
7185435;5;17
7185436;5;19
7185438;5;14
7185439;5;2
7185440;5;11
7185441;5;9
7185442;5;7
7185444;5;6
7185447;5;6
7185448;5;13
7185452;5;3
7185453;5;4
7185456;5;3
7185465;5;4
7185467;5;6
7185468;5;10
7185470;5;2
7185472;5;3
7185473;5;6
7185475;5;2
7185476;5;9
7185481;5;4
7185485;5;4
7185494;5;3
7185500;5;7
7185502;5;3
7185503;5;7
7188498;5;13
7188502;5;7
7188503;5;14
7188504;5;12
7188505;5;6
7188506;5;11
7188508;5;11
7188509;5;12
7188510;5;4
7188511;5;6
7188512;5;11
7188513;5;11
7188514;5;10
7188515;5;10
7188517;5;5
7188520;5;7
7188523;5;16
7188526;5;8
7188527;5;11
7188529;5;10
7188532;5;10
7188533;5;11
7188534;5;10
7188537;5;9
7188545;5;4
7188546;5;13
7188548;5;17
7188549;5;10
7188551;5;12
7188554;5;10
7188555;5;12
7188557;5;3
7188558;5;7
7188559;5;10
7188565;5;8
7188568;5;5
7188569;5;11
7188570;5;2
7188571;5;0
7188572;5;9
7188575;5;11
7188576;5;7
7190015;5;12
7190017;5;10
7190018;5;13
7190019;5;8
7190020;5;5
7190021;5;8
7190025;5;16
7190028;5;4
7190029;5;4
7190032;5;3
7190040;5;3
7190042;5;3
7190045;5;4
7190050;5;4
7190051;5;3
7190063;5;2
7190065;5;7
7191301;11;4
7191302;11;2
7191303;11;2
7191307;11;8
7191308;11;7
7191309;11;3
7191310;11;8
7191311;11;6
7191313;11;4
7191314;11;12
7191316;11;6
7191318;11;3
7191319;11;7
7191323;11;3
7191324;11;0
7191326;11;10
7191331;11;13
7191333;11;10
7191334;11;15
7191335;11;3
7191336;11;3
7191338;11;8
7191340;11;3
7191344;11;12
7191345;11;13
7191347;11;8
7191349;11;13
7191351;11;13
7191352;11;10
7191353;11;16
7191357;11;11
7191358;11;13
7191360;11;15
7191361;11;13
7191363;11;15
7191365;11;6
7191367;11;4
7191368;11;5
7191369;11;12
7191370;11;7
7191371;11;8
7191373;11;5
7191374;11;4
7191375;11;0
7191377;11;2
7191378;11;1
7191382;11;4
7191383;11;12
7191384;11;12
7191386;11;4
7191388;11;13
7191389;11;6
7191390;11;15
7191391;11;4
7191393;11;2
7191394;11;3
7191395;11;5
7191396;11;3
7191397;11;6
7191398;11;5
7191399;11;8
7191400;11;4
7191401;11;5
7191402;11;7
7191405;11;4
7191406;11;7
7191407;11;2
7191408;11;9
7191409;11;4
7191411;11;12
7191412;11;4
7191413;11;4
7191414;11;5
7191415;11;7
7191416;11;4
7191417;11;5
7191418;11;3
7191419;11;15
7191420;11;9
7191421;11;9
7191423;11;5
7191424;11;7
7191425;11;14
7191426;11;5
7191427;11;7
7191429;11;3
7191431;11;14
7191432;11;8
7191433;11;4
7191434;11;5
7191435;11;13
7191436;11;6
7191437;11;9
7191438;11;2
7191439;11;8
7191440;11;9
7191441;11;3
7191442;11;5
7191443;11;5
7191444;11;8
7191445;11;7
7191446;11;15
7191448;11;6
7191449;11;3
7191450;11;5
7191451;11;9
7191452;11;7
7191454;11;4
7191455;11;8
7191456;11;4
7191457;11;2
7191458;11;2
7191460;11;4
7191461;11;2
7191462;11;1
7191501;11;5
7191534;11;4
7191537;11;7
7191551;11;9
7191557;11;2
7191562;11;6
7191567;11;3
7191581;11;5
7191589;11;6
7191590;11;3
7191593;11;3
7191594;11;6
7191605;11;6
7194387;5;9
7194388;5;5
7194391;5;5
7194394;5;14
7194395;5;7
7194396;5;5
7194397;5;11
7194398;5;11
7194399;5;5
7194400;5;3
7194401;5;6
7194402;5;2
7194403;5;4
7194404;5;6
7194405;5;5
7194407;5;4
7194408;5;6
7194409;5;9
7194410;5;5
7194416;5;3
7194419;5;3
7194426;5;4
7194428;5;6
7194436;5;10
7194437;5;4
7194438;5;3
7194439;5;2
7194441;5;1
7194443;5;4
7194451;5;8
7194454;5;3
7194455;5;4
7194459;5;2
7194460;5;8
7194461;5;1
7194462;5;7
7194467;5;1
7194468;5;5
7194469;5;4
7194470;5;8
7194473;5;4
7194475;5;5
7194482;5;9
7194483;5;5
7194484;5;2
7194487;5;5
7194488;5;2
7194493;5;0
7194496;5;8
7194498;5;2
7194501;5;6
7194503;5;3
7194505;5;6
7194508;5;2
7194509;5;3
7194510;5;4
7198811;5;9
7198813;5;10
7198814;5;10
7198815;5;10
7198816;5;16
7198817;5;2
7198822;5;3
7198824;5;9
7198825;5;4
7198827;5;2
7198828;5;10
7198829;5;2
7200723;5;3
7200724;5;2
7200725;5;5
7200727;5;14
7200728;5;5
7200729;5;3
7200736;5;3
7200737;5;3
7200742;5;14
7200745;5;4
7200746;5;3
7200747;5;7
7200749;5;4
7200750;5;14
7200751;5;3
7200753;5;2
7200755;5;4
7200756;5;3
7200759;5;2
7200762;5;3
7200763;5;2
7200764;5;5
7200766;5;3
7200770;5;3
7200771;5;3
7200772;5;3
7200773;5;3
7200775;5;3
7200778;5;2
7200779;5;5
7200782;5;3
7200785;5;0
7200787;5;2
7200789;5;6
7200792;5;3
7200793;5;2
7200794;5;3
7200795;5;3
7200797;5;1
7200800;5;4
7200814;5;6
7200817;5;3
7200818;5;5
7200825;5;7
7201586;11;8
7201587;11;7
7201591;11;11
7201592;11;10
7201593;11;9
7201595;11;9
7201597;11;7
7201598;11;7
7201599;11;12
7201600;11;16
7201601;11;10
7201605;11;15
7201607;11;5
7201618;11;12
7201623;11;10
7201624;11;8
7201625;11;11
7201627;11;6
7201629;11;4
7201630;11;9
7201632;11;13
7201634;11;8
7201636;11;7
7201638;11;14
7201641;11;8
7201646;11;10
7201648;11;9
7201649;11;10
7201652;11;4
7201653;11;5
7201656;11;8
7201658;11;14
7201662;11;5
7201664;11;13
7201666;11;8
7201670;11;14
7201672;11;5
7201673;11;4
7201675;11;12
7201678;11;14
7201682;11;10
7201684;11;7
7201685;11;8
7201687;11;16
7201691;11;16
7201692;11;13
7201693;11;7
7201695;11;7
7201696;11;11
7201697;11;6
7201698;11;15
7201699;11;5
7201700;11;10
7201702;11;9
7201703;11;11
7201704;11;10
7201705;11;13
7201707;11;10
7201708;11;16
7201710;11;0
7201711;11;10
7201712;11;11
7201714;11;9
7201715;11;15
7201723;11;10
7201724;11;8
7201726;11;4
7201737;11;5
7201738;11;13
7201740;11;15
7201741;11;10
7201742;11;8
7201744;11;10
7201746;11;11
7201747;11;6
7201748;11;16
7201749;11;8
7201751;11;5
7201752;11;15
7201753;11;4
7201757;11;11
7201758;11;10
7201759;11;14
7201762;11;13
7201763;11;3
7201764;11;4
7201765;11;13
7201766;11;11
7201767;11;9
7201768;11;4
7201769;11;9
7201773;11;9
7201776;11;8
7201777;11;14
7201778;11;3
7201779;11;6
7201780;11;5
7201781;11;5
7201782;11;6
7201784;11;5
7201786;11;10
7201787;11;9
7201789;11;6
7201790;11;10
7201791;11;16
7201793;11;13
7201794;11;13
7201795;11;3
7201796;11;9
7201797;11;6
7201798;11;12
7201799;11;15
7201804;11;5
7201805;11;9
7201807;11;7
7201808;11;6
7201809;11;7
7201811;11;7
7201812;11;7
7201813;11;3
7201814;11;16
7201818;11;9
7201843;11;3
7201847;11;8
7201848;11;9
7201852;11;4
7201857;11;6
7201865;11;14
7201868;11;13
7201875;11;9
7201877;11;9
7201880;11;6
7201885;11;11
7201886;11;8
7201894;11;11
7201897;11;8
7201902;11;3
7201915;11;2
7201917;11;1
7201918;11;6
7204048;5;6
7204049;5;13
7204050;5;12
7204051;5;13
7204053;5;8
7204055;5;11
7204056;5;11
7204058;5;14
7204061;5;8
7204062;5;5
7204064;5;13
7204065;5;5
7204066;5;10
7204069;5;12
7204071;5;10
7204074;5;10
7204078;5;13
7204079;5;13
7204082;5;9
7204083;5;4
7204084;5;15
7204086;5;13
7204087;5;14
7204088;5;11
7204091;5;16
7204092;5;12
7204093;5;8
7204094;5;5
7204095;5;8
7204096;5;8
7204100;5;12
7204102;5;11
7204103;5;10
7204105;5;16
7204107;5;11
7204108;5;16
7204109;5;10
7204111;5;11
7204113;5;8
7204117;5;8
7204118;5;15
7204119;5;13
7204120;5;13
7204121;5;9
7204122;5;12
7204124;5;10
7204126;5;8
7204127;5;15
7204128;5;9
7204129;5;14
7204130;5;16
7204132;5;13
7204133;5;12
7204135;5;14
7204137;5;12
7204140;5;10
7204141;5;16
7204142;5;12
7204143;5;3
7204144;5;8
7204146;5;11
7204147;5;10
7204150;5;5
7204151;5;10
7204152;5;8
7204154;5;12
7204155;5;10
7204157;5;8
7204160;5;10
7204161;5;7
7204162;5;8
7204163;5;10
7204164;5;5
7204166;5;5
7204167;5;15
7204168;5;10
7204169;5;9
7204170;5;4
7204171;5;2
7204172;5;10
7204173;5;12
7204174;5;11
7206924;5;1
7206925;5;13
7206926;5;15
7206927;5;1
7206928;5;2
7206930;5;10
7206935;5;11
7206937;5;7
7206939;5;2
7206940;5;2
7206941;5;13
7206943;5;3
7206945;5;8
7206946;5;2
7206949;5;7
7206951;5;9
7206952;5;9
7206954;5;5
7206957;5;15
7206961;5;9
7206964;5;5
7206965;5;1
7206966;5;7
7206968;5;11
7206970;5;8
7206972;5;11
7206980;5;4
7206982;5;6
7206983;5;2
7206989;5;7
7206995;5;7
7206999;5;5
7207002;5;5
7207003;5;3
7207007;5;6
7207013;5;5
7207017;5;4
7207018;5;7
7207022;5;5
7207027;5;4
7207033;5;3
7207034;5;5
7207035;5;6
7207037;5;5
7207041;5;2
7207043;5;2
7207045;5;4
7207049;5;5
7211080;11;1
7211082;11;9
7211084;11;8
7211085;11;13
7211086;11;10
7211095;11;4
7211096;11;5
7211097;11;11
7211099;11;7
7211100;11;2
7211101;11;2
7211102;11;6
7211103;11;6
7211104;11;4
7211105;11;6
7211107;11;7
7211108;11;7
7211109;11;8
7211111;11;7
7211112;11;7
7211113;11;7
7211114;11;5
7211115;11;7
7211118;11;10
7211120;11;7
7211121;11;7
7211122;11;5
7211123;11;3
7211125;11;3
7211126;11;6
7211127;11;7
7211129;11;9
7211130;11;5
7211132;11;2
7211133;11;12
7211134;11;12
7211136;11;12
7211137;11;9
7211139;11;5
7211140;11;6
7211141;11;7
7211142;11;2
7211143;11;3
7211147;11;7
7211148;11;3
7211149;11;8
7211151;11;12
7211152;11;10
7211153;11;4
7211155;11;9
7211156;11;5
7211157;11;13
7211159;11;3
7211160;11;9
7211161;11;9
7211162;11;9
7211165;11;8
7211166;11;13
7211167;11;4
7211168;11;7
7211170;11;6
7211171;11;4
7211172;11;4
7211173;11;10
7211174;11;14
7211176;11;6
7211178;11;16
7211181;11;9
7211182;11;10
7211183;11;2
7211184;11;10
7211187;11;13
7211188;11;10
7211201;11;6
7211202;11;5
7211203;11;8
7211209;11;2
7211211;11;13
7211226;11;5
7211234;11;10
7211240;11;1
7211241;11;5
7211261;11;4
7211262;11;5
7214168;5;11
7214169;5;13
7214171;5;11
7214172;5;15
7214174;5;3
7214175;5;13
7214176;5;12
7214177;5;14
7214178;5;9
7214179;5;13
7214180;5;16
7214184;5;10
7214185;5;3
7214186;5;4
7214187;5;16
7214188;5;4
7214191;5;5
7214192;5;5
7214193;5;3
7214198;5;11
7214199;5;13
7214201;5;4
7214204;5;11
7214207;5;11
7214208;5;11
7214209;5;6
7214211;5;15
7214212;5;17
7214215;5;9
7214221;5;11
7214222;5;14
7214223;5;11
7214224;5;2
7214225;5;7
7214227;5;4
7214229;5;2
7214230;5;11
7214231;5;2
7214232;5;5
7214233;5;13
7214236;5;12
7214237;5;17
7214238;5;14
7214240;5;9
7214242;5;5
7214244;5;15
7214245;5;10
7214248;5;6
7214249;5;4
7214251;5;8
7214252;5;6
7214254;5;4
7214255;5;7
7214256;5;7
7214258;5;6
7214264;5;7
7214265;5;7
7214270;5;1
7214273;5;8
7214278;5;2
7214284;5;4
7214285;5;2
7214287;5;9
7214307;5;7
7214310;5;8
7214312;5;8
7214313;5;8
7214315;5;4
7214329;5;5
7214332;5;9
7214340;5;7
7214341;5;9
7214343;5;9
7214347;5;10
7214349;5;4
7214350;5;2
7214357;5;6
7214358;5;13
7214361;5;7
7214363;5;9
7214367;5;3
7214368;5;11
7214371;5;7
7214378;5;6
7214382;5;4
7214386;5;5
7214392;5;9
7214396;5;6
7214400;5;1
7214403;5;9
7214404;5;2
7214417;5;9
7214422;5;9
7214424;5;15
7214428;5;4
7214430;5;1
7214431;5;5
7214433;5;2
7214434;5;5
7214436;5;5
7214440;5;5
7214443;5;4
7214445;5;5
7214447;5;8
7214448;5;3
7214449;5;3
7214451;5;2
7214452;5;2
7214457;5;8
7214458;5;7
7214460;5;3
7214466;5;6
7216706;5;0
7216709;5;11
7216710;5;10
7216711;5;13
7216713;5;12
7216716;5;4
7216725;5;12
7216727;5;5
7216728;5;4
7216729;5;6
7216730;5;3
7216731;5;4
7216734;5;6
7216735;5;5
7216736;5;5
7216737;5;6
7216738;5;4
7216741;5;8
7216742;5;4
7216743;5;5
7216744;5;9
7216745;5;2
7216768;5;6
7216778;5;5
7216780;5;7
7216785;5;3
7216787;5;3
7216792;5;5
7216793;5;3
7216796;5;2
7218467;5;2
7218468;5;7
7218469;5;5
7218471;5;15
7218472;5;5
7218473;5;13
7218474;5;7
7218476;5;3
7218481;5;15
7218484;5;9
7218485;5;15
7218487;5;13
7218488;5;14
7218491;5;11
7218496;5;14
7218498;5;3
7218500;5;8
7218503;5;2
7218504;5;3
7218505;5;4
7218507;5;7
7218508;5;5
7218509;5;3
7218510;5;3
7218515;5;10
7218525;5;8
7218527;5;5
7218529;5;6
7218530;5;4
7218531;5;4
7218535;5;4
7218537;5;5
7218541;5;2
7218544;5;5
7218548;5;15
7218550;5;8
7218558;5;8
7218560;5;6
7218561;5;3
7218562;5;1
7218563;5;2
7218564;5;3
7218565;5;4
7218567;5;2
7218568;5;2
7218569;5;5
7218570;5;3
7218571;5;4
7218573;5;4
7218574;5;1
7218575;5;1
7218576;5;15
7218579;5;4
7218580;5;3
7218581;5;3
7218585;5;9
7218591;5;9
7218595;5;7
7218596;5;6
7219727;11;10
7219728;11;15
7219729;11;8
7219730;11;10
7219731;11;2
7219734;11;7
7219735;11;3
7219737;11;11
7219738;11;2
7219739;11;13
7219743;11;13
7219747;11;8
7219749;11;4
7219749;11;11
7219750;11;16
7219753;11;13
7221465;5;12
7221467;5;7
7221468;5;15
7221469;5;8
7221471;5;5
7221473;5;10
7221474;5;11
7221477;5;12
7221478;5;13
7221479;5;6
7221480;5;5
7221481;5;4
7221482;5;11
7221483;5;16
7221487;5;5
7221488;5;15
7221489;5;15
7221491;5;7
7221493;5;6
7221494;5;10
7221495;5;12
7221496;5;12
7221498;5;9
7221500;5;16
7221502;5;10
7221504;5;10
7221505;5;6
7221506;5;10
7221507;5;8
7221508;5;2
7221509;5;3
7221510;5;6
7221511;5;10
7221512;5;3
7225813;11;7
7225815;11;13
7225820;11;17
7225822;11;11
7225823;11;11
7225825;11;12
7225826;11;5
7225828;11;10
7225830;11;15
7225831;11;16
7225832;11;15
7225836;11;11
7225837;11;7
7225838;11;15
7225844;11;4
7225848;11;6
7225859;11;4
7225863;11;5
7225869;11;8
7225873;11;10
7225874;11;10
7225875;11;10
7225876;11;5
7225878;11;15
7225879;11;4
7225880;11;2
7225884;11;13
7225886;11;8
7225887;11;13
7225889;11;9
7225890;11;14
7225892;11;4
7225896;11;6
7225897;11;6
7225898;11;12
7225903;11;9
7225907;11;12
7225908;11;3
7225912;11;13
7225913;11;5
7225914;11;8
7225917;11;5
7225920;11;8
7225921;11;16
7225931;11;5
7225932;11;12
7225934;11;14
7225935;11;9
7225936;11;2
7225937;11;4
7225938;11;8
7225942;11;11
7225950;11;13
7225956;11;0
7228429;5;11
7228430;5;6
7228431;5;13
7228432;5;6
7228433;5;8
7228435;5;9
7228436;5;5
7228437;5;10
7228438;5;3
7228440;5;2
7228455;5;11
7228456;5;4
7228457;5;11
7228459;5;12
7228522;5;12
7228526;5;7
7228527;5;5
7228529;5;4
7228537;5;15
7228538;5;15
7228545;5;2
7228548;5;20
7228549;5;4
7228550;5;12
7228551;5;5
7228554;5;12
7228557;5;18
7228558;5;15
7228561;5;12
7228566;5;13
7228577;5;6
7228607;5;3
7228608;5;8
7228609;5;5
7228610;5;7
7228611;5;2
7228613;5;4
7228614;5;3
7228615;5;3
7228616;5;4
7228617;5;3
7228618;5;3
7228619;5;3
7228620;5;2
7228623;5;5
7228626;5;4
7228627;5;2
7231325;5;8
7231326;5;12
7231327;5;3
7231330;5;7
7231331;5;8
7231334;5;18
7231335;5;8
7231336;5;5
7231337;5;8
7231338;5;7
7231339;5;13
7231428;5;18
7231430;5;10
7231433;5;3
7231434;5;1
7231435;5;6
7231436;5;3
7231437;5;3
7231438;5;10
7231440;5;2
7231441;5;8
7231445;5;3
7231446;5;4
7231449;5;5
7231450;5;5
7231451;5;4
7231452;5;2
7231453;5;5
7232241;11;12
7232242;11;6
7232246;11;3
7232247;11;9
7232252;11;3
7232253;11;11
7232255;11;6
7232257;11;10
7232259;11;6
7232263;11;2
7232267;11;4
7232268;11;0
7232278;11;6
7232279;11;4
7232282;11;0
7232283;11;6
7232284;11;13
7232285;11;5
7232286;11;5
7232325;11;11
7232354;11;9
7232355;11;15
7232356;11;8
7232357;11;5
7232359;11;9
7232360;11;5
7232364;11;2
7232366;11;5
7232367;11;5
7232370;11;3
7232372;11;8
7232374;11;14
7232375;11;8
7232376;11;12
7232377;11;2
7232378;11;11
7232379;11;2
7232383;11;16
7232384;11;9
7232385;11;15
7232387;11;10
7232410;11;7
7232413;11;5
7232415;11;5
7232416;11;8
7233193;5;11
7233194;5;13
7234474;5;8
7234475;5;3
7234477;5;7
7234478;5;4
7234479;5;4
7234480;5;4
7234481;5;7
7234486;5;4
7234487;5;3
7234496;5;6
7234511;5;2
7234512;5;4
7234514;5;2
7234515;5;8
7234516;5;3
7234517;5;1
7234537;5;12
7234538;5;13
7234539;5;9
7234540;5;9
7234541;5;8
7234544;5;12
7234544;5;12
7234545;5;4
7234546;5;4
7234547;5;6
7234549;5;6
7234558;5;4
7234563;5;13
7234564;5;15
7235086;11;4
7235090;11;8
7235094;11;0
7235096;11;5
7235097;11;2
7235098;11;9
7235099;11;8
7235102;11;4
7235104;11;9
7235105;11;8
7235107;11;4
7235109;11;2
7235110;11;10
7235111;11;4
7235113;11;2
7235114;11;9
7235115;11;10
7235116;11;5
7235118;11;4
7235119;11;2
7235121;11;12
7235122;11;0
7235123;11;8
7235125;11;9
7235126;11;9
7235127;11;7
7235130;11;11
7235135;11;1
7235139;11;14
7235151;11;9
7235154;11;8
7235400;5;5
7235402;5;2
7237110;11;6
7237113;11;10
7237117;11;5
7237122;11;3
7237123;11;6
7237124;11;6
7237125;11;4
7237126;11;8
7237128;11;9
7237129;11;3
7237131;11;3
7237135;11;10
7237142;11;14
7237143;11;5
7237144;11;3
7237147;11;6
7237148;11;4
7237149;11;5
7237150;11;10
7237151;11;12
7237152;11;9
7237153;11;4
7238288;5;5
7238293;5;9
7238296;5;0
7238298;5;2
7238301;5;4
7239808;5;10
7239809;5;4
7239811;5;6
7239814;5;9
7239815;5;11
7239831;5;3
7239832;5;3
7239843;5;4
7239846;5;12
7240090;11;6
7240091;11;5
7240092;11;5
7240094;11;2
7240095;11;3
7240096;11;10
7240097;11;2
7240098;11;9
7240099;11;8
7240100;11;3
7240101;11;5
7240102;11;4
7240103;11;8
7240104;11;6
7240105;11;5
7240106;11;3
7240107;11;6
7240108;11;5
7240109;11;13
7240110;11;6
7240111;11;14
7240114;11;3
7240115;11;3
7240146;11;0
7240147;11;3
7240148;11;6
7240149;11;15
7240150;11;5
7240152;11;11
7240153;11;16
7240154;11;6
7240155;11;13
7240157;11;19
7240158;11;15
7240159;11;6
7240160;11;7
7240161;11;6
7240434;5;8
7240443;5;9
7240450;5;15
7240451;5;9
7240458;5;4
7240459;5;3
7240498;5;5
7240528;5;2
7240534;5;3
7241352;11;8
7241353;11;3
7241354;11;13
7241357;11;10
7241358;11;11
7241359;11;15
7241361;11;6
7241362;11;12
7241363;11;11
7241364;11;6
7241365;11;9
7241367;11;6
7241368;11;12
7241379;11;14
7241383;11;12
7241534;5;11
7241536;5;12
7242051;11;0
7242052;11;9
7242053;11;6
7242056;11;11
7242057;11;15
7242060;11;8
7242062;11;5
7242063;11;9
7242064;11;13
7242065;11;14
7242066;11;14
7242067;11;3
7242071;11;13
7242814;11;8
7242815;11;3
7242818;11;3
7242819;11;14
7242820;11;3
7242821;11;3
7242828;11;8
7242831;11;1
7242833;11;13
7242834;11;3
7242838;11;8
7243451;11;6
7243611;5;13
7243615;5;15
7243618;5;15
7243634;5;5
7243640;5;4
7243641;5;3
7243646;5;0
7243656;5;13
7243658;5;13
7243659;5;6
7243662;5;2
7244717;11;6
7244719;11;13
7244724;11;6
7244725;11;6
7244726;11;10
7244731;11;4
7244732;11;15
7244733;11;13
7244873;5;6
7244874;5;3
7244877;5;3
7244888;5;7
7244890;5;4
7244891;5;20
7244892;5;7
7244894;5;14
7244922;5;10
7244923;5;4
7244926;5;9
7244928;5;9
7244939;5;2
7244941;5;4
7244942;5;6
7244945;5;3
7244947;5;3
7244950;5;3
7244962;5;3
7244965;5;9
7244966;5;8
7244968;5;6
7244969;5;6
7245259;11;6
7245262;11;10
7245263;11;5
7245264;11;11
7245265;11;2
7245267;11;14
7245270;11;12
7245271;11;3
7245272;11;6
7245273;11;8
7245274;11;4
7245278;11;3
7245279;11;5
7245280;11;13
7245281;11;6
7245284;11;15
7245285;11;6
7245287;11;6
7245288;11;6
7245290;11;10
7245291;11;8
7245292;11;2
7245293;11;10
7245294;11;4
7245295;11;4
7245296;11;9
7245297;11;14
7245298;11;13
7245299;11;11
7245301;11;5
7245302;11;8
7245303;11;15
7245304;11;4
7245305;11;6
7245310;11;18
7245311;11;12
7245313;11;5
7245314;11;4
7245315;11;10
7245317;11;10
7245318;11;12
7245319;11;8
7245320;11;13
7245321;11;3
7245322;11;4
7245323;11;8
7245324;11;8
7245325;11;2
7245327;11;5
7245329;11;8
7245330;11;5
7245331;11;15
7245332;11;10
7245333;11;9
7245334;11;5
7245335;11;5
7245336;11;15
7245337;11;8
7245904;5;2
7245906;5;3
7246124;11;5
7246125;11;14
7246247;5;7
7246251;5;7
7246252;5;5
7246253;5;3
7246391;11;6
7246396;11;18
7246409;11;6
7246413;11;5
7246419;11;18
7246431;11;3
7246434;11;4
7246441;11;10
7246532;11;13
7246614;11;5
7246615;11;9
7246616;11;2
7246617;11;2
7246618;11;4
7246619;11;6
7246696;5;3
7246697;5;5
7246707;5;4
7246713;11;11
7246944;5;15
7246946;5;1
7246948;5;3
7246949;5;8
7246952;5;3
7246953;5;13
7246954;5;4
7246955;5;3
7246956;5;5
7246957;5;3
7246959;5;4
7246960;5;4
7246973;5;8
7246974;5;10
7246975;5;7
7246976;5;5
7246977;5;5
7246978;5;15
7246979;5;9
7246980;5;2
7246983;5;6
7246985;5;4
7246987;5;5
7246990;5;13
7246993;5;7
7246994;5;3
7246998;5;6
7246999;5;6
7247000;5;3
7247001;5;3
7247002;5;5
7247004;5;9
7247009;5;5
7247010;5;10
7247011;5;4
7247047;5;10
7247048;5;3
7247050;5;4
7247053;5;2
7247057;5;11
7247058;5;10
7247061;5;2
7247064;5;8
7247069;5;5
7247074;5;2
7247075;5;5
7247076;5;4
7247077;5;4
7247080;5;4
7247081;5;4
7247082;5;6
7247083;5;4
7247085;5;2
7247089;5;4
7247090;5;5
7247091;5;1
7247092;5;3
7247094;5;4
7247095;5;3
7247103;5;4
7247104;5;7
7247105;5;5
7247107;5;6
7247147;5;1
7247148;5;5
7247158;5;2
7247160;5;4
7247164;5;2
7247181;5;1
7247211;5;4
7247212;5;1
7247213;5;5
7247218;5;10
7247242;5;3
7247243;5;16
7247245;5;9
7247247;5;4
